alcohol,chlorides,volatile_acidity,total_sulfur_dioxide,fixed_acidity,quality,quality_class
12.8,0.032,0.44,99.0,6.7,7,2
10.8,0.045,0.34,142.0,7.0,6,1
10.0,0.057,0.26,127.0,7.3,6,1
11.8,0.045,0.17,170.0,5.8,8,2
10.0,0.057,0.26,127.0,7.3,6,1
11.8,0.045,0.17,170.0,5.8,8,2
12.0,0.036000000000000004,0.17,108.0,6.8,6,1
12.6,0.025,0.43,138.0,7.1,6,1
11.9,0.026000000000000002,0.315,70.0,5.8,8,2
10.6,0.027000000000000003,0.17,28.0,5.9,5,1
9.2,0.08199999999999999,0.34,240.0,6.6,5,1
10.0,0.059000000000000004,0.33,240.0,8.6,6,1
9.2,0.038,0.12,97.0,5.6,5,1
9.3,0.039,0.13,103.0,5.8,6,1
10.2,0.055,0.18,144.0,7.7,6,1
10.2,0.054000000000000006,0.16,148.0,7.7,6,1
8.7,0.06,0.26,154.0,6.0,5,1
10.7,0.05,0.32,163.0,7.3,5,1
12.1,0.048,0.3,119.0,7.7,6,1
9.5,0.05,0.16,152.0,7.9,6,1
11.2,0.027999999999999997,0.27,118.0,6.4,6,1
12.0,0.034,0.16,95.0,6.9,6,1
9.5,0.05,0.16,152.0,7.9,6,1
12.1,0.048,0.3,119.0,7.7,6,1
10.7,0.05,0.32,163.0,7.3,5,1
8.8,0.048,0.44,228.0,6.4,7,2
10.8,0.052000000000000005,0.2,135.0,6.3,6,1
13.1,0.026000000000000002,0.29,138.0,6.2,7,2
12.5,0.035,0.39,93.0,7.6,7,2
11.7,0.045,0.36,131.0,7.0,8,2
11.7,0.045,0.36,131.0,7.0,8,2
11.6,0.045,0.36,135.0,7.0,8,2
11.3,0.043,0.2,111.0,7.6,6,1
12.5,0.035,0.39,93.0,7.6,7,2
11.4,0.025,0.2,103.0,6.7,5,1
12.2,0.036000000000000004,0.235,117.0,6.2,5,1
11.7,0.07400000000000001,0.965,160.0,7.8,6,1
10.4,0.053,0.2,211.0,7.1,6,1
10.4,0.053,0.2,211.0,7.1,6,1
10.4,0.053,0.2,211.0,7.1,6,1
9.1,0.083,0.24,157.0,6.4,5,1
12.2,0.034,0.3,70.0,8.0,6,1
9.1,0.083,0.24,157.0,6.4,5,1
9.4,0.066,0.4,176.0,6.9,5,1
9.4,0.065,0.4,178.0,6.9,5,1
10.4,0.053,0.2,211.0,7.1,6,1
9.2,0.047,0.25,189.0,6.6,5,1
9.4,0.046,0.26,183.0,6.8,5,1
13.5,0.033,0.37,107.0,6.5,7,2
9.4,0.053,0.35,151.0,6.8,5,1
10.9,0.027999999999999997,0.22,83.0,6.4,8,2
13.5,0.033,0.37,107.0,6.5,7,2
9.4,0.053,0.35,151.0,6.8,5,1
11.4,0.036000000000000004,0.31,114.0,6.9,7,2
12.4,0.036000000000000004,0.16,125.0,6.7,7,2
9.2,0.047,0.25,189.0,6.6,5,1
9.4,0.046,0.26,183.0,6.8,5,1
10.5,0.038,0.15,79.0,5.6,6,1
11.5,0.031,0.15,99.0,5.5,8,2
10.9,0.027999999999999997,0.22,83.0,6.4,8,2
10.8,0.04,0.2,123.0,7.3,6,1
8.9,0.038,0.17,148.0,7.5,5,1
8.9,0.039,0.18,151.0,7.5,5,1
9.4,0.042,0.27,184.0,7.0,6,1
12.2,0.049,0.32,153.0,5.8,7,2
12.1,0.025,0.26,100.0,7.8,7,2
10.9,0.03,0.3,128.0,7.4,5,1
10.1,0.026000000000000002,0.16,109.0,6.7,6,1
12.2,0.049,0.32,153.0,5.8,7,2
13.0,0.032,0.19,71.0,6.7,7,2
11.0,0.038,0.36,72.0,6.6,5,1
10.8,0.052000000000000005,0.17,126.0,7.2,5,1
13.0,0.032,0.19,71.0,6.7,7,2
9.3,0.052000000000000005,0.11,148.0,6.0,4,0
11.4,0.042,0.21,123.0,6.0,6,1
9.2,0.152,0.325,120.0,6.7,5,1
9.9,0.055999999999999994,0.4,241.0,6.6,5,1
10.5,0.044000000000000004,0.2,150.0,6.5,5,1
12.4,0.04,0.27,56.0,7.6,6,1
9.5,0.047,0.26,172.0,7.2,6,1
10.5,0.048,0.25,161.0,6.3,6,1
9.1,0.053,0.22,196.0,6.5,6,1
11.5,0.034,0.14,138.0,6.4,7,2
11.5,0.034,0.14,138.0,6.4,7,2
11.2,0.044000000000000004,0.26,170.0,7.1,5,1
10.8,0.05,0.22,140.0,6.6,5,1
9.4,0.064,0.45,186.0,6.6,5,1
11.0,0.031,0.17,73.0,6.6,6,1
11.3,0.048,0.44,112.0,7.2,7,2
11.2,0.040999999999999995,0.15,117.0,6.2,6,1
10.5,0.048,0.25,161.0,6.3,6,1
9.1,0.053,0.22,196.0,6.5,6,1
10.4,0.05,0.26,154.0,7.3,6,1
11.2,0.033,0.15,82.0,6.9,7,2
11.1,0.034,0.22,89.0,5.8,7,2
11.2,0.036000000000000004,0.37,92.0,6.5,6,1
10.5,0.036000000000000004,0.375,98.0,5.5,6,1
10.0,0.047,0.2,92.0,5.9,6,1
10.0,0.046,0.22,90.0,5.9,6,1
10.9,0.049,0.22,97.0,8.0,5,1
10.9,0.027999999999999997,0.22,87.0,6.5,7,2
11.2,0.033,0.15,82.0,6.9,7,2
11.7,0.035,0.2,86.0,5.8,5,1
10.0,0.033,0.31,144.0,6.6,5,1
9.5,0.16899999999999998,0.43,210.0,7.7,5,1
9.0,0.053,0.24,136.0,6.7,5,1
10.0,0.052000000000000005,0.23,86.0,7.3,5,1
11.9,0.040999999999999995,0.2,154.0,7.9,5,1
10.6,0.027999999999999997,0.16,101.0,5.3,6,1
11.0,0.047,0.21,101.0,6.4,6,1
11.2,0.027000000000000003,0.33,143.0,6.9,7,2
12.0,0.034,0.18,129.0,5.6,7,2
12.6,0.027000000000000003,0.29,96.0,6.6,8,2
11.2,0.027000000000000003,0.33,143.0,6.9,7,2
10.5,0.034,0.21,113.0,6.6,6,1
10.2,0.037000000000000005,0.21,144.0,7.3,6,1
11.0,0.047,0.21,101.0,6.4,6,1
12.2,0.027999999999999997,0.11,90.0,5.1,6,1
12.3,0.036000000000000004,0.15,76.0,6.5,6,1
10.6,0.027999999999999997,0.16,101.0,5.3,6,1
10.4,0.032,0.19,115.0,5.6,6,1
12.0,0.034,0.18,129.0,5.6,7,2
12.7,0.021,0.48,121.0,6.7,7,2
10.6,0.018000000000000002,0.23,128.0,6.2,5,1
12.3,0.027999999999999997,0.17,108.0,6.0,6,1
12.7,0.021,0.48,121.0,6.7,7,2
11.4,0.037000000000000005,0.15,84.0,6.7,6,1
12.0,0.028999999999999998,0.17,161.0,4.2,7,2
12.4,0.045,0.21,95.0,5.8,8,2
12.1,0.03,0.23,121.0,5.4,7,2
11.4,0.037000000000000005,0.15,84.0,6.7,6,1
10.7,0.04,0.22,135.0,6.4,5,1
9.3,0.045,0.15,162.0,6.5,5,1
12.7,0.027000000000000003,0.32,138.0,5.9,6,1
11.7,0.028999999999999998,0.37,88.0,5.7,6,1
10.7,0.039,0.25,64.0,7.9,5,1
11.8,0.033,0.21,94.0,7.2,7,2
9.9,0.039,0.24,125.0,7.0,5,1
13.4,0.047,0.475,81.0,6.8,7,2
12.8,0.032,0.28,114.0,7.0,7,2
12.8,0.033,0.4,87.0,6.9,6,1
10.5,0.042,0.41,101.0,6.6,5,1
11.5,0.032,0.2,84.0,6.4,5,1
10.5,0.04,0.22,25.0,8.5,4,0
13.0,0.032,0.36,132.0,8.4,6,1
12.4,0.035,0.285,138.0,5.2,8,2
10.2,0.040999999999999995,0.2,148.0,6.9,6,1
9.0,0.054000000000000006,0.42,234.0,6.7,5,1
12.0,0.038,0.16,153.0,6.2,7,2
11.7,0.044000000000000004,0.125,68.0,6.4,7,2
10.0,0.054000000000000006,0.44,180.0,6.4,5,1
10.3,0.055,0.31,218.0,7.0,5,1
9.0,0.054000000000000006,0.42,234.0,6.7,5,1
11.1,0.032,0.18,78.0,8.6,5,1
9.0,0.05,0.21,150.0,6.2,5,1
10.5,0.031,0.16,97.0,6.1,6,1
11.9,0.027999999999999997,0.22,92.0,6.5,7,2
9.4,0.036000000000000004,0.36,155.0,6.2,5,1
11.4,0.035,0.21,81.0,5.7,6,1
10.8,0.034,0.25,114.0,6.4,7,2
9.8,0.073,0.31,157.0,7.6,5,1
9.3,0.047,0.26,183.0,6.6,5,1
11.4,0.035,0.21,81.0,5.7,6,1
11.3,0.031,0.2,73.0,6.2,6,1
11.3,0.031,0.18,73.0,6.2,6,1
9.5,0.031,0.37,170.0,6.1,5,1
9.4,0.036000000000000004,0.36,155.0,6.2,5,1
11.9,0.027999999999999997,0.22,92.0,6.5,7,2
9.3,0.046,0.18,199.0,7.7,5,1
11.4,0.040999999999999995,0.14,81.0,6.9,6,1
11.4,0.040999999999999995,0.14,81.0,6.9,6,1
12.7,0.053,0.44,128.0,6.0,6,1
13.5,0.033,0.36,118.0,7.1,7,2
11.2,0.019,0.28,65.0,5.7,6,1
10.7,0.038,0.16,118.0,6.4,5,1
10.8,0.032,0.28,92.0,7.4,4,0
10.5,0.054000000000000006,0.39,202.0,6.7,6,1
13.0,0.013999999999999999,0.44,137.0,6.5,8,2
10.8,0.028999999999999998,0.22,131.0,6.9,6,1
9.1,0.046,0.22,118.0,6.6,6,1
10.1,0.038,0.25,196.0,7.7,5,1
11.9,0.027999999999999997,0.155,59.0,5.2,8,2
12.0,0.036000000000000004,0.31,140.0,7.0,7,2
12.0,0.036000000000000004,0.31,140.0,7.0,7,2
9.1,0.046,0.22,118.0,6.6,6,1
11.6,0.040999999999999995,0.21,147.0,5.6,8,2
11.9,0.027999999999999997,0.155,59.0,5.2,8,2
10.2,0.038,0.25,192.0,6.4,6,1
10.8,0.028999999999999998,0.22,131.0,6.9,6,1
9.8,0.027999999999999997,0.21,66.0,5.3,5,1
11.4,0.023,0.27,89.0,7.1,4,0
9.8,0.03,0.17,68.0,5.2,5,1
10.1,0.038,0.25,196.0,7.7,5,1
9.8,0.039,0.12,98.0,7.0,8,2
9.8,0.039,0.12,98.0,7.0,8,2
10.7,0.036000000000000004,0.29,128.0,7.1,6,1
10.6,0.022000000000000002,0.3,111.0,7.2,5,1
9.3,0.037000000000000005,0.26,173.0,6.8,5,1
9.8,0.039,0.12,98.0,7.0,8,2
10.7,0.036000000000000004,0.29,128.0,7.1,6,1
14.0,0.016,0.33,150.0,4.9,8,2
11.0,0.026000000000000002,0.29,107.0,5.1,6,1
11.0,0.026000000000000002,0.29,107.0,5.1,6,1
9.4,0.049,0.26,182.0,6.8,6,1
9.0,0.078,0.28,139.0,6.0,6,1
9.0,0.042,0.28,108.0,6.0,5,1
10.0,0.044000000000000004,0.2,101.0,7.2,5,1
9.0,0.040999999999999995,0.27,109.0,6.1,5,1
9.0,0.042,0.28,108.0,6.0,5,1
12.4,0.036000000000000004,0.29,79.0,6.4,7,2
11.3,0.042,0.35,123.0,7.4,5,1
12.0,0.034,0.12,86.0,8.1,6,1
11.7,0.031,0.12,94.0,6.4,6,1
10.0,0.044000000000000004,0.2,101.0,7.2,5,1
13.2,0.016,0.4,90.0,7.3,7,2
11.0,0.04,0.11,114.0,7.7,7,2
11.0,0.03,0.23,114.0,6.9,6,1
9.2,0.11199999999999999,0.38,94.0,6.9,5,1
13.0,0.021,0.38,113.0,7.5,7,2
10.6,0.044000000000000004,0.19,128.0,5.8,5,1
13.0,0.021,0.34,119.0,5.5,8,2
9.0,0.051,0.23,118.0,6.6,6,1
9.0,0.051,0.23,118.0,6.6,6,1
11.5,0.021,0.31,148.0,8.4,5,1
11.0,0.025,0.2,76.0,6.7,6,1
11.5,0.021,0.31,148.0,8.4,5,1
9.9,0.05,0.26,112.0,7.3,5,1
10.4,0.039,0.22,128.0,6.3,6,1
9.0,0.051,0.23,118.0,6.6,6,1
9.9,0.055999999999999994,0.19,110.0,7.5,6,1
11.0,0.045,0.14,162.0,8.0,6,1
12.1,0.026000000000000002,0.32,124.0,6.8,6,1
9.7,0.044000000000000004,0.23,131.0,6.6,6,1
9.7,0.044000000000000004,0.23,131.0,6.6,6,1
12.2,0.034,0.36,123.0,6.7,7,2
12.4,0.016,0.38,113.0,6.1,7,2
10.5,0.033,0.23,97.0,8.5,7,2
10.4,0.05,0.2,213.0,7.0,6,1
12.0,0.028999999999999998,0.26,180.0,6.0,6,1
12.7,0.037000000000000005,0.3,28.0,6.9,6,1
10.9,0.039,0.18,115.0,6.7,7,2
10.9,0.039,0.18,115.0,6.7,7,2
10.9,0.039,0.18,113.0,6.8,7,2
11.4,0.034,0.19,103.0,7.2,7,2
11.0,0.036000000000000004,0.16,184.0,6.2,6,1
12.6,0.032,0.27,178.0,5.0,7,2
11.6,0.034,0.37,152.0,6.3,7,2
10.5,0.038,0.2,130.0,6.6,7,2
10.9,0.039,0.18,113.0,6.8,7,2
10.9,0.039,0.18,113.0,6.8,7,2
12.5,0.037000000000000005,0.28,119.0,6.6,6,1
12.1,0.034,0.35,111.0,6.5,8,2
11.3,0.035,0.25,158.0,6.9,6,1
13.3,0.025,0.32,112.0,6.0,7,2
10.9,0.039,0.18,113.0,6.8,7,2
10.9,0.039,0.18,115.0,6.7,7,2
10.5,0.038,0.2,130.0,6.6,7,2
11.6,0.034,0.37,152.0,6.3,7,2
11.4,0.034,0.19,103.0,7.2,7,2
11.0,0.034,0.18,111.0,6.3,6,1
12.1,0.037000000000000005,0.3,156.0,6.9,6,1
11.0,0.036000000000000004,0.16,184.0,6.2,6,1
12.6,0.032,0.27,178.0,5.0,7,2
13.0,0.03,0.3,173.0,5.0,7,2
8.8,0.054000000000000006,0.2,221.0,6.5,6,1
9.5,0.061,0.25,218.0,6.7,5,1
11.8,0.028999999999999998,0.22,105.0,6.6,6,1
12.2,0.026000000000000002,0.25,93.0,6.8,6,1
10.7,0.042,0.13,105.0,7.0,6,1
11.0,0.04,0.45,67.0,7.0,6,1
11.4,0.02,0.32,104.0,7.2,6,1
10.7,0.042,0.13,105.0,7.0,6,1
12.0,0.035,0.34,135.0,5.9,6,1
11.9,0.037000000000000005,0.22,121.0,6.8,8,2
11.4,0.02,0.32,104.0,7.2,6,1
11.8,0.028999999999999998,0.32,46.0,8.4,6,1
10.6,0.046,0.27,88.0,6.8,4,0
9.7,0.05,0.74,133.0,8.0,5,1
11.0,0.04,0.45,67.0,7.0,6,1
10.7,0.042,0.13,105.0,7.0,6,1
11.0,0.045,0.22,152.0,5.4,7,2
10.5,0.024,0.22,118.0,8.4,6,1
10.4,0.035,0.32,150.0,7.4,5,1
10.5,0.05,0.18,138.0,7.5,6,1
12.0,0.024,0.47,142.0,7.1,8,2
12.0,0.024,0.47,142.0,7.1,8,2
9.2,0.042,0.19,124.0,5.8,6,1
10.9,0.036000000000000004,0.14,92.0,6.7,5,1
9.5,0.045,0.24,185.0,6.8,6,1
9.4,0.042,0.25,156.0,6.9,6,1
11.3,0.026000000000000002,0.24,85.0,6.0,7,2
10.4,0.054000000000000006,0.29,189.0,6.8,5,1
9.4,0.037000000000000005,0.33,170.0,6.3,6,1
11.3,0.027000000000000003,0.23,104.0,6.5,6,1
8.8,0.044000000000000004,0.27,196.0,6.3,6,1
10.8,0.045,0.2,130.0,6.3,5,1
9.4,0.037000000000000005,0.33,173.0,6.2,6,1
9.4,0.037000000000000005,0.33,170.0,6.3,6,1
9.2,0.154,0.21,114.0,7.2,6,1
10.3,0.044000000000000004,0.27,144.0,6.0,6,1
9.9,0.034,0.12,99.0,5.7,6,1
12.4,0.027000000000000003,0.24,112.0,6.9,6,1
11.9,0.040999999999999995,0.18,167.0,7.7,5,1
11.7,0.023,0.17,132.0,7.1,6,1
9.4,0.126,0.33,199.0,7.5,5,1
9.6,0.039,0.255,272.0,6.2,4,0
9.4,0.126,0.33,199.0,7.5,5,1
10.4,0.043,0.2,175.0,5.6,7,2
9.5,0.042,0.17,102.0,7.6,5,1
11.9,0.036000000000000004,0.15,73.0,5.8,6,1
12.5,0.024,0.25,116.0,6.3,6,1
13.4,0.016,0.28,55.0,6.9,5,1
12.7,0.026000000000000002,0.27,114.0,7.2,5,1
9.1,0.045,0.25,208.0,6.2,5,1
10.5,0.026000000000000002,0.19,58.0,8.5,6,1
10.4,0.046,0.25,176.0,6.2,5,1
10.4,0.046,0.25,176.0,6.2,5,1
12.5,0.03,0.28,110.0,6.8,8,2
10.4,0.046,0.25,176.0,6.2,5,1
9.0,0.038,0.21,183.0,7.4,5,1
9.8,0.045,0.15,120.0,7.0,6,1
9.0,0.038,0.21,183.0,7.4,5,1
10.7,0.033,0.28,142.0,7.3,4,0
12.4,0.033,0.18,111.0,6.1,6,1
12.5,0.028999999999999998,0.53,76.0,7.0,8,2
12.5,0.03,0.28,110.0,6.8,8,2
12.1,0.027999999999999997,0.36,82.0,6.5,7,2
11.3,0.040999999999999995,0.25,163.0,7.5,6,1
12.0,0.039,0.24,122.0,6.7,5,1
10.4,0.042,0.25,141.0,6.6,5,1
12.2,0.042,0.15,87.0,6.4,7,2
8.6,0.039,0.28,115.0,6.3,5,1
9.1,0.045,0.25,208.0,6.2,5,1
12.1,0.027999999999999997,0.28,91.0,7.1,5,1
12.0,0.032,0.35,125.0,6.6,5,1
10.5,0.026000000000000002,0.19,58.0,8.5,6,1
10.4,0.046,0.25,176.0,6.2,5,1
11.9,0.028999999999999998,0.35,102.0,6.0,6,1
13.7,0.024,0.31,94.0,5.8,7,2
11.3,0.03,0.17,78.0,6.6,6,1
10.5,0.036000000000000004,0.23,88.0,8.5,6,1
13.7,0.024,0.31,94.0,5.8,7,2
10.1,0.040999999999999995,0.2,201.0,6.1,3,0
12.3,0.024,0.37,76.0,6.3,6,1
12.0,0.031,0.36,89.0,6.2,7,2
11.3,0.03,0.17,78.0,6.6,6,1
9.5,0.04,0.28,183.0,6.3,6,1
11.4,0.043,0.27,152.0,7.6,6,1
11.9,0.045,0.25,118.0,7.0,7,2
10.0,0.032,0.24,18.0,9.7,6,1
10.0,0.032,0.24,18.0,9.7,6,1
11.3,0.034,0.13,102.0,6.8,7,2
11.7,0.045,0.78,133.0,6.6,5,1
11.0,0.022000000000000002,0.33,129.0,5.1,7,2
12.2,0.033,0.34,111.0,6.7,7,2
10.7,0.027999999999999997,0.14,124.0,6.7,7,2
10.9,0.038,0.26,84.0,7.0,6,1
10.2,0.04,0.29,113.0,6.5,6,1
11.9,0.045,0.25,118.0,7.0,7,2
11.1,0.047,0.21,130.0,7.6,5,1
11.2,0.045,0.26,159.0,7.7,6,1
11.4,0.043,0.27,152.0,7.6,6,1
10.6,0.047,0.25,169.0,7.7,6,1
10.3,0.047,0.35,151.0,7.6,5,1
10.4,0.054000000000000006,0.3,203.0,6.9,4,0
11.9,0.033,0.24,111.0,6.7,6,1
11.9,0.036000000000000004,0.23,98.0,6.5,7,2
10.4,0.043,0.23,129.0,7.6,5,1
9.2,0.052000000000000005,0.24,126.0,6.5,6,1
11.3,0.04,0.17,117.0,6.3,6,1
11.3,0.04,0.17,117.0,6.3,6,1
11.0,0.034,0.21,89.0,6.7,7,2
11.9,0.036000000000000004,0.23,98.0,6.5,7,2
12.9,0.031,0.28,147.0,5.9,7,2
10.8,0.027000000000000003,0.19,21.0,5.9,5,1
9.1,0.049,0.25,206.0,6.2,6,1
10.4,0.043,0.23,129.0,7.6,5,1
12.9,0.03,0.18,103.0,5.6,6,1
12.2,0.037000000000000005,0.18,86.0,5.5,5,1
9.2,0.052000000000000005,0.24,126.0,6.5,6,1
10.3,0.052000000000000005,0.23,150.0,7.4,5,1
11.0,0.059000000000000004,0.17,128.0,7.2,7,2
11.0,0.043,0.3,98.0,7.6,5,1
11.7,0.039,0.24,100.0,5.0,6,1
12.0,0.039,0.21,122.0,6.1,6,1
12.7,0.047,0.33,148.0,6.5,6,1
8.8,0.061,0.35,198.0,6.3,5,1
11.3,0.04,0.17,117.0,6.3,6,1
12.8,0.034,0.25,121.0,6.6,6,1
11.2,0.043,0.16,114.0,6.5,6,1
8.9,0.057,0.39,221.0,6.6,6,1
11.2,0.04,0.19,103.0,5.6,5,1
11.1,0.051,0.25,135.0,6.2,6,1
10.8,0.042,0.22,115.0,6.9,6,1
9.3,0.045,0.19,126.0,6.2,6,1
8.9,0.057,0.39,221.0,6.6,6,1
12.7,0.038,0.33,34.0,5.9,7,2
12.0,0.045,0.17,140.0,7.8,6,1
11.2,0.04,0.19,103.0,5.5,5,1
8.8,0.039,0.23,130.0,6.2,6,1
8.8,0.039,0.23,130.0,6.2,6,1
8.8,0.039,0.23,130.0,6.2,6,1
10.4,0.038,0.32,154.0,7.2,6,1
8.8,0.039,0.23,130.0,6.2,6,1
10.4,0.038,0.32,154.0,7.2,6,1
14.0,0.027000000000000003,0.39,88.0,5.8,6,1
8.8,0.039,0.23,130.0,6.2,6,1
13.1,0.035,0.25,294.0,7.6,6,1
12.3,0.028999999999999998,0.29,88.0,5.8,6,1
12.6,0.03,0.4,109.0,7.2,6,1
12.0,0.02,0.39,133.0,6.8,7,2
9.5,0.033,0.17,124.0,6.1,5,1
12.0,0.02,0.39,133.0,6.8,7,2
12.7,0.019,0.36,114.0,7.1,7,2
10.5,0.042,0.19,130.0,6.9,6,1
12.9,0.023,0.34,80.0,6.5,6,1
9.5,0.033,0.17,124.0,6.1,5,1
12.0,0.02,0.39,133.0,6.8,7,2
12.7,0.019,0.36,114.0,7.1,7,2
11.9,0.024,0.3,198.0,7.8,6,1
12.0,0.037000000000000005,0.68,123.0,6.1,6,1
12.5,0.031,0.34,133.0,5.2,6,1
12.1,0.034,0.28,118.0,5.6,7,2
12.5,0.019,0.19,82.0,6.2,6,1
9.9,0.043,0.16,113.0,5.7,6,1
10.7,0.036000000000000004,0.17,147.0,7.6,6,1
12.0,0.048,0.2,87.0,7.3,6,1
12.2,0.042,0.33,116.0,6.7,8,2
12.4,0.036000000000000004,0.33,124.0,6.7,8,2
12.4,0.038,0.36,125.0,6.9,8,2
10.3,0.039,0.21,140.0,7.8,6,1
12.0,0.048,0.2,87.0,7.3,6,1
10.5,0.05,0.41,154.0,5.6,5,1
9.5,0.051,0.15,98.0,7.6,6,1
10.5,0.046,0.2,106.0,8.5,4,0
12.3,0.027000000000000003,0.24,90.0,6.5,6,1
11.9,0.025,0.16,107.0,8.3,6,1
9.8,0.038,0.12,131.0,5.5,5,1
12.3,0.027000000000000003,0.24,90.0,6.5,6,1
11.4,0.04,0.1,76.0,6.2,7,2
11.0,0.040999999999999995,0.21,115.0,6.5,6,1
10.8,0.046,0.3,70.0,8.7,4,0
12.8,0.027000000000000003,0.18,125.0,6.7,7,2
11.0,0.055,0.17,123.0,7.0,8,2
10.2,0.035,0.19,148.0,6.6,5,1
12.5,0.026000000000000002,0.28,114.0,5.8,7,2
11.6,0.037000000000000005,0.24,146.0,7.6,6,1
11.9,0.025,0.16,107.0,8.3,6,1
9.8,0.038,0.12,131.0,5.5,5,1
11.0,0.036000000000000004,0.16,89.0,5.7,5,1
10.9,0.037000000000000005,0.21,123.0,7.0,6,1
11.0,0.044000000000000004,0.22,127.0,6.4,7,2
12.5,0.027000000000000003,0.34,126.0,7.9,6,1
11.0,0.044000000000000004,0.22,127.0,6.4,7,2
12.0,0.032,0.21,121.0,6.8,7,2
12.4,0.031,0.31,145.0,5.2,7,2
12.5,0.027000000000000003,0.34,126.0,7.9,6,1
12.8,0.022000000000000002,0.42,97.0,5.6,7,2
11.0,0.044000000000000004,0.22,127.0,6.4,7,2
9.1,0.035,0.28,177.0,6.8,5,1
12.4,0.033,0.45,156.0,6.8,7,2
12.9,0.031,0.29,98.0,6.6,7,2
10.9,0.045,0.21,126.0,6.8,6,1
10.8,0.045,0.25,164.0,6.8,5,1
10.6,0.04,0.21,142.0,6.4,5,1
9.0,0.053,0.33,106.0,5.8,5,1
12.0,0.043,0.3,154.0,8.2,6,1
11.8,0.040999999999999995,0.24,131.0,6.4,5,1
10.6,0.040999999999999995,0.18,158.0,7.5,6,1
12.3,0.033,0.335,74.0,5.2,6,1
11.5,0.10400000000000001,0.14,54.0,7.1,6,1
11.1,0.044000000000000004,0.13,111.0,7.2,5,1
9.0,0.053,0.33,106.0,5.8,5,1
9.9,0.142,0.29,111.0,6.5,4,0
12.8,0.036000000000000004,0.35,92.0,6.2,7,2
12.9,0.102,0.38,76.0,9.0,5,1
12.9,0.034,0.24,74.0,6.6,6,1
12.0,0.037000000000000005,0.16,115.0,6.6,6,1
12.0,0.043,0.3,154.0,8.2,6,1
11.2,0.045,0.15,151.0,5.7,6,1
13.3,0.040999999999999995,0.33,86.0,6.6,7,2
9.9,0.046,0.2,125.0,5.7,6,1
9.5,0.055,0.27,192.0,6.8,6,1
9.4,0.054000000000000006,0.27,200.0,6.8,6,1
11.0,0.047,0.2,119.0,6.2,7,2
9.4,0.055999999999999994,0.13,150.0,6.7,6,1
11.5,0.038,0.21,107.0,6.8,6,1
12.5,0.038,0.31,79.0,6.7,5,1
11.9,0.035,0.2,93.0,6.2,6,1
10.4,0.054000000000000006,0.25,141.0,6.6,6,1
11.2,0.045,0.15,151.0,5.7,6,1
12.5,0.035,0.22,141.0,6.9,6,1
11.0,0.039,0.23,147.0,6.4,7,2
9.8,0.059000000000000004,0.27,115.0,7.6,5,1
12.3,0.034,0.34,99.0,6.6,7,2
11.0,0.036000000000000004,0.16,113.0,6.4,6,1
12.6,0.036000000000000004,0.3,113.0,5.8,7,2
11.6,0.036000000000000004,0.29,109.0,7.0,6,1
12.3,0.034,0.34,99.0,6.6,7,2
13.4,0.02,0.21,86.0,6.7,7,2
9.8,0.059000000000000004,0.27,115.0,7.6,5,1
11.5,0.034,0.22,116.0,6.8,6,1
11.6,0.037000000000000005,0.27,139.0,7.7,6,1
11.1,0.039,0.25,147.0,6.4,7,2
11.0,0.039,0.23,147.0,6.4,7,2
11.3,0.043,0.13,131.0,6.7,6,1
9.9,0.043,0.24,173.0,6.7,6,1
12.6,0.025,0.26,105.0,7.1,8,2
11.8,0.028999999999999998,0.3,100.0,5.3,8,2
11.4,0.042,0.38,201.0,7.1,5,1
9.2,0.045,0.19,193.0,7.4,6,1
9.2,0.045,0.19,193.0,7.4,6,1
9.2,0.045,0.19,193.0,7.4,6,1
9.2,0.045,0.19,193.0,7.4,6,1
9.2,0.045,0.19,193.0,7.4,6,1
9.2,0.045,0.19,193.0,7.4,6,1
13.0,0.03,0.32,101.0,6.3,5,1
9.3,0.047,0.19,193.0,7.6,7,2
12.6,0.03,0.26,92.0,6.5,8,2
9.6,0.035,0.24,247.0,5.9,6,1
8.0,0.040999999999999995,0.215,157.0,4.2,3,0
11.8,0.03,0.24,105.0,8.1,6,1
10.2,0.043,0.23,154.0,5.8,6,1
12.7,0.051,0.33,126.0,7.5,6,1
9.4,0.061,0.38,214.0,6.6,5,1
10.2,0.044000000000000004,0.15,115.0,6.4,5,1
12.0,0.044000000000000004,0.32,91.0,6.5,7,2
11.3,0.045,0.22,100.0,7.5,7,2
11.8,0.038,0.23,118.0,6.4,7,2
10.9,0.039,0.22,129.0,6.1,5,1
9.8,0.043,0.48,99.0,6.5,4,0
12.2,0.06,0.23,154.0,6.6,8,2
11.1,0.057,0.16,125.0,6.4,7,2
9.4,0.061,0.38,214.0,6.6,5,1
11.4,0.065,0.16,140.0,7.4,6,1
10.2,0.044000000000000004,0.15,115.0,6.4,5,1
12.8,0.051,0.32,127.0,6.5,6,1
10.1,0.039,0.12,125.0,6.7,7,2
9.4,0.184,0.2,168.0,6.6,6,1
12.2,0.035,0.34,103.0,8.0,6,1
10.9,0.046,0.21,121.0,6.8,7,2
10.9,0.047,0.23,122.0,6.8,7,2
10.9,0.046,0.21,121.0,6.8,7,2
9.4,0.184,0.2,168.0,6.6,6,1
9.4,0.044000000000000004,0.28,196.0,6.6,5,1
11.4,0.043,0.25,80.0,7.8,5,1
